path	git_state	bytes	utf8	status	batch	note
docs/paradigms/az/runs.md	tracked	4488	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/bc/README.md	tracked	5938	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/bc/postmortems.md	tracked	4247	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/bc/runs.md	tracked	3552	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/cfr/README.md	tracked	4370	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/cfr/postmortems.md	tracked	3295	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/cfr/runs.md	tracked	2514	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/dmc/README.md	tracked	6314	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/dmc/postmortems.md	tracked	4652	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/dmc/runs.md	tracked	3459	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/ppo/README.md	tracked	5551	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/ppo/ablations.md	tracked	2451	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/ppo/postmortems.md	tracked	3337	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/paradigms/ppo/runs.md	tracked	4353	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/superpowers/plans/2026-05-18-tools-runs-redesign-implementation.md	tracked	28189	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/superpowers/plans/2026-05-18-tools-runs-second-round-fixes.md	tracked	40663	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/superpowers/plans/2026-05-25-i29-redesign-implementation.md	tracked	44536	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/superpowers/specs/2026-05-18-tools-runs-redesign-design.md	tracked	38612	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/superpowers/specs/2026-05-25-i29-redesign-design.md	tracked	13108	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
docs/superpowers/specs/2026-05-25-i29-redesign-pr-draft.md	tracked	21072	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/adapter.go	tracked	3760	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/config.go	tracked	1272	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/dice_greedy.go	tracked	8173	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/dice_greedy_buff_test.go	tracked	1030	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/dice_greedy_test.go	tracked	7540	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/events.go	tracked	1951	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/greedy_player.go	tracked	8342	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/greedy_player_test.go	tracked	10197	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/obs_encoder.go	tracked	10137	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/obs_encoder_test.go	tracked	5131	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/paradigm.go	tracked	21714	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/paradigm_test.go	tracked	17925	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/reroll_greedy.go	tracked	526	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/reroll_greedy_test.go	tracked	1009	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/dmc/scorers.go	tracked	5638	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/episode_batch_wire_test.go	tracked	3500	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/inference_client.go	tracked	3440	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/inference_requester.go	tracked	881	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/perf_trace.go	tracked	6333	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/perf_trace_test.go	tracked	2806	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/pool.go	tracked	6386	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/shm/shm.go	tracked	9213	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/shm/shm_bench_test.go	tracked	2021	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/shm/shm_mpsc_test.go	tracked	6245	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/shm/shm_ring.h	tracked	8352	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/shm/shm_test.go	tracked	9161	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/shm/shm_unix.c	tracked	13557	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/shm/shm_win.c	tracked	17089	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/shm/shm_windows.go	tracked	9627	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/socket_test.go	tracked	5599	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/transition_sink.go	tracked	1969	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/transition_wire.go	tracked	10292	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/transition_wire_test.go	tracked	2285	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/transition_writer.go	tracked	3608	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/transition_writer_shm.go	tracked	5271	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/wire_format.go	tracked	11840	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_actor/wire_format_test.go	tracked	5710	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/action.go	tracked	4206	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/action_buff_target.go	tracked	1133	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/action_char_ref.go	tracked	1300	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/action_char_ref_test.go	tracked	928	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/action_enum.go	tracked	6091	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/action_execute.go	tracked	6713	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/action_execute_other.go	tracked	8440	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/action_log.go	tracked	2510	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/action_preparing.go	tracked	998	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/action_step.go	tracked	4062	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/audit/effects.go	tracked	4194	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/audit/public_state.go	tracked	3144	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/audit/untracked.go	tracked	1204	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/buff_identity_test.go	tracked	906	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/buff_round.go	tracked	2844	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/buff_round_test.go	tracked	3795	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/buff_schedule.go	tracked	2816	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/buff_state.go	tracked	4172	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/buffs.go	tracked	4062	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/canonical_marker_test.go	tracked	558	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/capi/capi.go	tracked	3113	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_actions.go	tracked	5871	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_actions_query.go	tracked	7151	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_labels.go	tracked	5056	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_lifecycle.go	tracked	1242	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_observation.go	tracked	3583	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_replay.go	tracked	4578	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_reward.go	tracked	2198	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_rule_error.go	tracked	1222	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_rule_graph.go	tracked	366	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_snap.go	tracked	3100	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/capi_state.go	tracked	8261	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/capi/mcts_search.go	tracked	6987	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/checkpoint.go	tracked	6601	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/context.go	tracked	4503	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/continuation.go	tracked	5474	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/continuation_public.go	tracked	2116	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/cost.go	tracked	4132	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/cost_payment.go	tracked	7206	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/cost_reduce_test.go	tracked	849	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/damage.go	tracked	8032	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/damage_modifier.go	tracked	3560	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/dice_selection.go	tracked	2745	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/dsl/audit_method_test.go	tracked	4428	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/dsl/audit_test.go	tracked	7385	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/effect.go	tracked	843	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/element_application.go	tracked	1185	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/event_frame.go	tracked	619	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/event_must.go	tracked	1369	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/eventlog.go	tracked	5105	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/factory/config.go	tracked	4013	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/factory/game.go	tracked	6302	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/factory/ir_finalize.go	tracked	5866	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/factory/ir_finalize_test.go	tracked	833	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/factory/obs.go	tracked	769	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/factory/paths.go	tracked	3845	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/forced_switch.go	tracked	675	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/game.go	tracked	12387	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/game_clone.go	tracked	4736	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/game_counter.go	tracked	4845	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/game_shuffle.go	tracked	8616	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/game_snap.go	tracked	6121	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/heal_energy.go	tracked	2907	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/hook.go	tracked	8384	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/internal/strictjson/decode.go	tracked	3842	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/internal/strictjson/decode_test.go	tracked	1194	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ast.go	tracked	2297	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins.go	tracked	10918	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_action.go	tracked	8895	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_adr0012.go	tracked	3456	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_buff.go	tracked	1835	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/interp/builtins_buff_instances.go	tracked	2957	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_buff_progress.go	tracked	1865	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/interp/builtins_card.go	tracked	7709	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_char.go	tracked	7692	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_cost.go	tracked	844	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_counter.go	tracked	8303	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_counter_hooks.go	tracked	4281	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_element.go	tracked	1168	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/interp/builtins_energy_transfer.go	tracked	2209	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_enums.go	tracked	4413	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_find_char.go	tracked	3135	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_hook.go	tracked	9885	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_reroll.go	tracked	529	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/interp/builtins_shield.go	tracked	4667	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_skill.go	tracked	8758	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_support.go	tracked	1554	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/builtins_switch_previous.go	tracked	903	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/card_energy.go	tracked	1128	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/cost_parse.go	tracked	1755	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/damage_targets.go	tracked	1058	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/deck.go	tracked	6504	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/dice.go	tracked	5785	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/env_immutable.go	tracked	1733	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/env_immutable_test.go	tracked	1979	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/interp/eval.go	tracked	3889	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/eval_expr.go	tracked	6393	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/eval_test.go	tracked	6487	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/hook_access.go	tracked	1769	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/hook_order.go	tracked	2220	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/hook_skill_refs.go	tracked	3019	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/hook_skill_refs_test.go	tracked	1959	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/interp/ir/TEST_PLAN.md	tracked	30273	yes	manual-full-context	priority-engine-entry-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/audit_test.go	tracked	14660	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/binding.go	tracked	1511	yes	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/builtin_coverage_test.go	tracked	6365	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/compile.go	tracked	9882	yes	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/ir_calls_test.go	tracked	4848	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/ir_contracts_test.go	tracked	9320	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/ir_integration_test.go	tracked	8143	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/ir_invariants_test.go	tracked	7296	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/ir_literals_test.go	tracked	5331	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/ir_methods_test.go	tracked	6747	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/ir_test.go	tracked	9626	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/methods.go	tracked	11757	yes	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/obs_complete_test.go	tracked	1175	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/ir/op.go	tracked	6918	yes	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/stmts.go	tracked	2743	yes	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/target_counter_test.go	tracked	1865	yes	n/a-no-comments	engine-no-comment-4	Go source contains no line or block comments; documentation/comment audit not applicable
gicg_engine/interp/lexer.go	tracked	4068	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/loader.go	tracked	8087	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/loader_cache_test.go	tracked	2677	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/loader_topo.go	tracked	5342	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/loader_topo_test.go	tracked	5220	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/manifest.go	tracked	3675	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/observation_references.go	tracked	465	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/parser.go	tracked	4249	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/parser_expr.go	tracked	2897	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/parser_expr_primary.go	tracked	4704	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/parser_test.go	tracked	6301	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/pool.go	tracked	8904	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/pool_test.go	tracked	6604	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/proxies.go	tracked	2324	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/proxies_bucket.go	tracked	4632	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/proxies_char.go	tracked	6968	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
gicg_engine/interp/proxies_counter.go	tracked	8074	yes	machine-byte-scan-only	inventory	UTF-8 text/source inventoried and decoded; full semantic review not yet recorded
